!03511426-n	heelless	0.0	[0]
10078806-n	farmer	0.0	[0, 0]
10080869-n	father	0.0	[0, 0, 0, 0, 0]
10083358-n	fellow	-7.5	[0, 0, -30.0, 0]
10098710-n	enemy	-92.83333333333333	[-80.0, -98.5, -100.0]
10100761-n	fool	-64.0	[-64.0]
10112591-n	friend	40.18252032520325	[64.0, 34.0, 34.0, 34.0, 34.0, 0, 32.0, 34.0, 0, 34.0, 0, 34.0, 34.0, 34.0, 54.35, 41.175, 0.0, 54.35, 58.175, 54.35, 44.175, 44.175, 54.35, 37.449999999999996, 38.78333333333333, 38.78333333333333, 41.675, 54.35, 43.675, 51.175, 41.675, 54.35, 44.175, 58.675, 54.35, 39.449999999999996, 44.175, 59.175, 50.11666666666667, 44.175, 44.175]
10118844-n	gambler	-64.0	[-64.0]
10123844-n	general	0.0	[0]
10127273-n	gentleman	36.55674603174604	[34.0, 34.0, 0, 34.0, -34.0, 34.0, 34.0, 34.0, 41.725, 39.81666666666667, 45.48333333333333, 47.225, 39.725, 39.725, 49.45, 49.45, 52.15, 49.45, 49.45, 54.225, 39.81666666666667]
10129825-n	young lady	0.0	[0, 0, 0]
10129825-n	girl	0.0	[0, 0, 0, 0, 0, 0]
10132988-n	gourmand	0.0	[0]
10142060-n	grand duke	0.0	[0]
10150940-n	guest	50.0	[100.0, 0]
10154186-n	gipsy	0.0	[0, 0, 0, 0]
10164233-n	schoolmaster	0.0	[0]
10168584-n	heir	34.0	[34.0, 34.0, 34.0, 34.0]
10184946-n	hope	39.5	[39.5]
10187130-n	host	0.0	[0]
10188715-n	housekeeper	0.0	[0]
10193026-n	hunter	0.0	[0, 0]
10193967-n	husband	1.4782608695652173	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 34.0, 0, 0, 0, 0, 0, 0]
10193967-n	married man	0.0	[0]
10197967-n	loafer	0.0	[0]
10205985-n	source	0.0	[0]
10208847-n	inspector	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10210648-n	decorator	0.0	[0]
10215623-n	investigator	0.0	[0]
10217831-n	gipsy	0.0	[0, 0]
10228278-n	juryman	0.0	[0]
10231515-n	king	0.0	[0]
10235549-n	relative	0.0	[0]
10235549-n	relation	0.0	[0]
10243137-n	lady	18.87735849056604	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40.0, 40.0, 40.0, 0.0, 40.0, 0.0, 0.0, 0.0, 44.0, 0.0, 0.0, 40.0, 40.0, 40.0, 42.5, 35.5, 38.5, 0.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]
10245236-n	landlord	0.0	[0]
10276764-n	madman	-53.0	[-53.0]
10282482-n	maiden	0.0	[0]
10282672-n	maid	0.0	[0]
10283170-n	major	0.0	[0]
10285313-n	boy	3.5555555555555554	[0, 32.0, 0, 0, 0, 0, 0, 0, 0]
10287213-n	man	-0.3739130434782609	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -43.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10289039-n	man	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10291822-n	man of action	40.0	[40.0]
10292052-n	rich man	17.0	[34.0, 0]
10292192-n	manservant	0.0	[0]
10294318-n	marine	0.0	[0]
10311021-n	messenger	18.0	[0, 36.0]
10319796-n	miner	0.0	[0]
10323634-n	mistress	0.0	[0, 0]
10329945-n	demon	-62.0	[-62.0]
10332385-n	mother	0.0	[0, 0, 0, 0, 0, 0, 0]
10338707-n	murderer	-42.666666666666664	[-64.0, 0, -64.0]
10345804-n	story-teller	0.0	[0]
10346514-n	naturalist	0.0	[0, 0]
10346955-n	naturalist	0.0	[0]
10352299-n	neighbour	-0.125	[0, 0, 0, 0, -1.0, 0.0, 0, 0]
10353355-n	nephew	0.0	[0]
10375506-n	old man	-7.875	[0, -33.0, 0, 0.0, 0, -30.0, 0, 0]
10388440-n	master	9.299999999999999	[0, 34.0, 5.65, 0.0, 5.65, 32.0, 0, 0, 25.0, 0, 0]
10388440-n	lord	0.0	[0]
10391416-n	page	0.0	[0]
10391513-n	nuisance	-64.0	[-64.0]
10405694-n	patient	0.0	[0.0]
10409011-n	pauper	-34.0	[-34.0]
10410668-n	peasant	-7.4	[0, 0, 0, -37.0, 0]
10418101-n	personification	0.0	[0]
10448983-n	policeman	0.0	[0]
10453265-n	wretch	-34.0	[-38.0, -30.0]
10453265-n	poor devil	-34.0	[-34.0]
10461424-n	force	64.0	[64.0]
10461424-n	power	0.0	[0]
10461747-n	influence	1.0	[34.0, -32.0]
10463714-n	practical joker	-34.0	[-34.0]
10476086-n	prisoner	-48.75	[-34.0, -64.0, -34.0, -63.0]
10480253-n	professional	53.6	[53.6]
10480730-n	professor	0.0	[0]
10510339-n	reasoner	0.0	[0]
10523519-n	occupant	0.0	[0, 0, 0, 0]
10532576-n	riser	0.0	[0]
10533013-n	rival	-43.0	[-43.0]
10536728-n	rascal	-61.8	[-64.0, -34.0, -57.5, -78.0, -75.5]
10542761-n	runner	0.0	[0]
10553402-n	savage	-64.5	[-64.5]
10556518-n	schemer	-47.5	[-64.0, -31.0]
10582154-n	servant	-3.4	[0, 0, 0, 0, -17.0]
10587605-n	shepherd	47.5	[0, 95.0]
10601078-n	sinner	-63.5	[-64.0, -63.0]
10601451-n	sir	5.373493975903615	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30.0, 35.0, 0.0, 34.0, 34.0, 45.0, 0, 32.0, 30.0, 0, 0, 0, 0.0, -1.0, 0, 0, 0, -4.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0, 0.0, 0, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 66.0, 0, 0, 63.0, 0, 0, 0, 0, 0, 0, 0, 0, 12.0, 0, 0, 70.0, 0, 0, 0, 0, 0]
10601451-n	sir-	0.0	[0]
10601526-n	sir	11.796875	[0, 0, 0, 0, 0, 0, 0, 0, 0, 64.0, 53.0, 54.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46.0, 46.0, 51.0, 52.0, 49.0, 45.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83.0, 71.0, 71.0, 70.0]
10602985-n	sister	4.129032258064516	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100.0, 28.0]
10610465-n	sleeper	0.0	[0, 0]
10613996-n	beauty	74.5	[74.5]
10624074-n	son	12.333333333333334	[0, 0, 37.0]
10627082-n	soul	0.0	[0, 0, 0, 0, 0, 0, 0]
10631941-n	specialist	0.0	[0]
10633450-n	witness	0.0	[0]
10633450-n	watcher	-41.0	[-53.0, -29.0]
10638136-n	spoil-sport	-23.0	[-23.0]
10642151-n	spy	0.0	[0]
10643837-n	squire	0.0	[0, 0, 0, 0]
10644301-n	stable-boy	0.0	[0, 0, 0]
10644301-n	groom	0.0	[0]
10652837-n	station-master	0.0	[0]
10654596-n	stepdaughter	0.0	[0]
10654596-n	step-daughter	0.0	[0, 0]
10654701-n	stepfather	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10661002-n	stranger	-18.666666666666668	[0, -56.0, 0]
10661002-n	unknown	-16.5	[0, -33.0]
10661216-n	stranger	-17.625	[-34.0, -34.0, -5.0, -67.0, -67.0, 66.0, 0, 0]
10665698-n	student	0.0	[0]
10674130-n	suitor	0.0	[0, 0]
10679174-n	surgeon	0.0	[0, 0]
10681060-n	survivor	34.0	[34.0]
10693646-n	cabman	0.0	[0]
10694163-n	taxpayer	0.0	[0]
10700201-n	tenant	0.0	[0]
10700517-n	tenant	0.0	[0, 0]
10702615-n	terror	-95.0	[-95.0]
10718131-n	tourist	0.0	[0]
10734394-n	twin	0.0	[0, 0]
10735298-n	autocrat	-61.0	[-61.0]
10736091-n	uncle	0.0	[0, 0, 0]
10741367-n	urchin	-37.0	[-37.0]
10744544-n	vagabond	-34.0	[-34.0]
10752093-n	victim	-58.785714285714285	[-34.0, -34.0, -81.5, -95.0, -95.0, -44.0, -28.0]
10752480-n	dupe	-100.0	[-100.0]
10752480-n	victim	-51.0	[-51.0]
10753442-n	villager	0.0	[0]
10753546-n	scoundrel	-72.25	[-64.0, -80.5]
10753546-n	villain	-73.9	[-78.5, -63.0, -86.0, -59.0, -83.0]
10757193-n	visitor	0.0	[0, 0, 0, 0]
10767265-n	warder	0.0	[0]
10780284-n	widow	0.0	[0, 0]
10780632-n	wife	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100.0, 100.0, 0, 0, 0, 0, 0, 0, 0]
10780632-n	wife-	0.0	[0]
10786033-n	witness	0.0	[0]
10787470-n	woman	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
10788852-n	woman	0.0	[0, 0]
10791221-n	workman	0.0	[0]
10794014-n	author	0.0	[0]
10801291-n	writer	0.0	[0]
11334003-n	teach	-46.0	[-46.0]
11410625-n	issue	0.0	[0]
11410625-n	result	26.466666666666665	[34.0, 34.0, 22.7, 22.7, 22.7, 22.7]
11410625-n	upshot	22.7	[22.7, 22.7]
11410625-n	effect	22.7	[22.7]
11410625-n	consequence	22.7	[22.7]
11412727-n	change	0.0	[0, 0]
11417129-n	reaction	0.0	[0]
11418138-n	luck	0.0	[0]
11418460-n	fortune	0.0	[0, 0]
11428023-n	ray	0.0	[0.0]
11428023-n	ray of light	0.0	[0]
11428023-n	beam	15.0	[0, 30.0]
11428023-n	beam of light	34.0	[34.0]
11431754-n	air	0.0	[0]
11439690-n	cloud	0.0	[0, 0]
11444643-n	decay	-34.0	[-34.0]
11458314-n	fog	0.0	[0, 0, 0, 0, 0]
11458514-n	fog-bank	0.0	[0]
11461825-n	gale	-17.0	[0, -34.0]
11463746-n	good fortune	55.5	[64.0, 47.0]
11473291-n	life	0.0	[0]
11473954-n	light	4.375	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 29.0, 39.0, 26.0, 0, 0, 0, 0, 11.0, 0, 0, 0, 0, 0]
11482706-n	mist	0.0	[0]
11484975-n	moonlight	0.0	[0, 0, 0, 0, 0]
11484975-n	moon	0.0	[0]
11485367-n	sunlight	34.0	[34.0]
11485367-n	sun	0.0	[0]
11497888-n	whiff	0.0	[0]
11501381-n	rain	-2.4285714285714284	[0, -17.0, 0, 0, 0, 0, 0]
11502102-n	deluge	-27.5	[-27.5]
11502322-n	drizzle	0.0	[0]
11508092-n	smoke	-17.0	[0, -34.0]
11514008-n	squall	-35.0	[-35.0]
11522448-n	draught	0.0	[0]
11524662-n	weather	0.0	[0]
11525955-n	wind	1.7777777777777777	[0, 0, 0, 16.0, 0, 0, 0, 0, 0]
11669921-n	flower	0.0	[0]
11703669-n	laurel	0.0	[0]
11743294-n	rush	0.0	[0]
11798978-n	ivy	0.0	[0]
12102133-n	grass	0.0	[0, 0]
12136720-n	reed	0.0	[0]
12152532-n	cotton-grass	0.0	[0]
12268918-n	oak	0.0	[0]
12416423-n	crocus	0.0	[0]
12574866-n	gorse	0.0	[0]
12987056-n	lichen	0.0	[0]
13089631-n	thorn	0.0	[0]
13104059-n	tree	6.875	[0, 0, 0, 0, 55.0, 0, 0, 0]
13112664-n	bush	0.0	[0, 0, 0]
13119870-n	bramble	-34.0	[-34.0]
13152742-n	leaf	0.0	[0, 0]
13163250-n	branch	0.0	[0]
13164285-n	wand	0.0	[0]
13164763-n	shoot	34.0	[34.0]
13241600-n	option	0.0	[0]
13244109-n	property	0.0	[0, 0]
13246332-n	things	0.0	[0]
13246662-n	estate	0.0	[0, 0, 0, 0]
13250048-n	land	0.0	[0]
13250542-n	money	0.0	[0, 0, 0]
13250930-n	estate	16.0	[0, 32.0]
13252513-n	plantation	0.0	[0, 0]
13253423-n	addition	34.0	[34.0]
13255145-n	income	0.0	[0, 0, 0, 0]
13275495-n	expense	0.0	[0]
13277886-n	expense	0.0	[0, 0]
13280139-n	half-pay	0.0	[0]
13283764-n	reward	64.0	[64.0, 64.0]
13285176-n	share	34.0	[34.0]
13292613-n	reparation	34.0	[34.0]
13292787-n	atonement	-34.0	[-34.0]
13300711-n	pittance	-41.0	[-34.0, -48.0]
13308147-n	fare	0.0	[0]
13331198-n	sum	0.0	[0, 0]
13331198-n	sum of money	32.0	[0, 64.0]
13331778-n	resource	0.0	[0, 0]
13350702-n	pledge	34.0	[34.0]
13352138-n	mortgage	-34.0	[-34.0]
13353280-n	wealth	0.0	[0]
13353607-n	capital	0.0	[0]
13365286-n	living	0.0	[0]
13370938-n	fortune	56.0	[2.0, 86.0, 80.0]
13375891-n	advance	34.0	[34.0]
13384557-n	money	0.0	[0, 0, 0, 0]
13391774-n	copper	0.0	[0, 0]
13412321-n	register	0.0	[0]
13414310-n	check book	0.0	[0]
13416345-n	security	34.0	[34.0]
13475538-n	wearing away	0.0	[0, 0]
13480848-n	fire	0.0	[0, 0]
13480848-n	flame	0.0	[0, 0, 0]
13580415-n	enough	0.0	[0, 0, 0]
13597444-n	first	0.0	[0, 0]
13613742-n	acre	0.0	[0, 0]
13649791-n	inch	0.0	[0]
13650045-n	foot	0.0	[0, 0]
13650447-n	yard	0.0	[0, 0, 0, 0]
13651218-n	mile	0.0	[0, 0, 0, 0, 0]
13651804-n	half mile	0.0	[0]
13686660-n	pound	0.0	[0, 0, 0, 0]
13694367-n	penny	0.0	[0]
13736799-n	half	0.0	[0, 0]
13737480-n	quarter	0.0	[0]
13740168-n	nothing	-17.17948717948718	[-34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -34.0, -2.0, 0, 0, 0, 0, 0, 0, 0, -64.0, 0, 0, 0, -32.0, 0, -37.0, 0, -30.0, 0, 0, 0, 0, 0, 0, -29.0, 0]
13742573-n	one	0.0	[0, 0]
13742573-n	1	0.0	[0, 0]
13742573-n	single	0.0	[0]
13743269-n	2	0.0	[0, 0, 0, 0]
13743269-n	two	0.0	[0]
13744044-n	3	0.0	[0, 0]
13744044-n	three	0.0	[0, 0]
13744304-n	4	0.0	[0, 0]
13744521-n	5	0.0	[0]
13744722-n	6	0.0	[0]
13744722-n	half a dozen	0.0	[0]
13744916-n	seven	0.0	[0]
13744916-n	7	0.0	[0]
13745086-n	eight	0.0	[0]
13745270-n	9	0.0	[0]
13746672-n	11	0.0	[0]
13746672-n	eleven	0.0	[0]
13746785-n	12	0.0	[0]
13749407-n	30	0.0	[0, 0]
13757249-n	pace	0.0	[0]
13762717-n	little	0.0	[0]
13767239-n	glass	0.0	[0]
13768343-n	mouthful	0.0	[0]
13771290-n	couple	0.0	[0, 0]
13774404-n	mass	0.0	[0]
13774404-n	good deal	0.0	[0]
13774404-n	deal	0.0	[0]
13774404-n	great deal	0.0	[0]
13775093-n	large number	0.0	[0]
13775706-n	torrent	0.0	[0.0]
13776432-n	thousand	0.0	[0]
13776621-n	much	21.333333333333332	[0, 0, 64.0]
13777344-n	supply	0.0	[0, 0]
13777764-n	way	0.0	[0]
13779804-n	population	0.0	[0]
13790912-n	basis	0.0	[0]
13791389-n	connection	34.0	[34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0, 34.0]
13792692-n	link	0.0	[0.0]
13792842-n	communication	0.0	[0, 0]
13793330-n	bridge	0.0	[0]
13809207-n	portion	0.0	[0, 0]
13809207-n	part	0.0	[0, 0, 0, 0]
13809920-n	particular	0.0	[0]
13809920-n	detail	0.0	[0]
13810818-n	rest	0.0	[0, 0]
13815742-n	proportion	0.0	[0]
13827426-n	direction	0.0	[0, 0]
13846546-n	second	0.0	[0]
13846708-n	latter	0.0	[0, 0, 0, 0]
13850148-n	last	0.0	[0]
13873917-n	circle	0.0	[0]
13875571-n	loop	0.0	[0, 0]
13878951-n	square	0.0	[0]
13882961-n	diamond	0.0	[0]
13886133-n	arch	0.0	[0]
13887509-n	angle	0.0	[0]
13894434-n	jut	0.0	[0]
13901423-n	pellet	0.0	[0]
13905792-n	wrinkle	-34.0	[-34.0]
13908201-n	cleft	0.0	[0]
13910116-n	void	0.0	[0]
13910384-n	space	0.0	[0, 0]
13911872-n	dot	0.0	[0, 0]
13911872-n	point	0.0	[0]
13920835-n	condition	0.0	[0]
13925550-n	silence	-25.5	[-34.0, -34.0, -34.0, 0]
13925752-n	situation	0.0	[0, 0]
13925752-n	position	0.0	[0, 0, 0, 0, 0]
13927383-n	situation	0.0	[0, 0, 0, 0]
13929852-n	confidence	40.25	[34.0, 34.0, 93.0, 0]
13930245-n	acquaintance	0.0	[0]
13930385-n	association	0.0	[0]
13931145-n	friendship	54.94444444444445	[57.5, 57.0, 50.333333333333336]
13931356-n	intrigue	-36.0	[-36.0]
13931889-n	intimacy	52.0	[52.0, 52.0]
13933560-n	crisis	-60.0	[-64.0, -56.0]
13941125-n	extent	0.0	[0, 0, 0]
13942405-n	extremity	-53.0	[-53.0]
13942743-n	ordinary	0.0	[0]
13942875-n	circumstance	0.0	[0]
13943400-n	case	0.0	[0, 0, 0]
13943400-n	event	0.0	[0, 0]
13943968-n	thing	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
13945919-n	position	0.0	[0, 0]
13954253-n	existence	0.0	[0, 0, 0, 0]
13955874-n	fact	0.0	[0, 0, 0, 0, 0, 0, 0]
13956488-n	truth	17.0	[34.0, 0]
13957601-n	presence	0.0	[0, 0, 0, 0, 0]
13960974-n	absence	-11.333333333333334	[-34.0, 0, 0]
13961399-n	life	2.1666666666666665	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 39.0, 0]
13961642-n	life	0.0	[0, 0, 0, 0]
13961642-n	depend	0.0	[0]
13962498-n	death	-84.5	[-95.0, -70.5, -77.5, -95.0]
13963192-n	life	0.0	[0, 0, 0]
13963970-n	marriage	22.666666666666668	[34.0, 0.0, 34.0]
13982839-n	suspicion	-64.0	[-64.0]
13983515-n	darkness	-21.727272727272727	[-64.0, 0, -34.0, -26.0, -24.0, 0.0, 0, 0, -34.0, -57.0, 0]
13983807-n	blackness	-31.5	[-31.5]
13984944-n	shadow	-21.0	[-32.0, -31.0, 0]
13985462-n	gloom	-23.0	[-34.0, -47.0, -34.0, 0, 0]
13987219-n	comfort	49.5	[69.0, 30.0]
13987423-n	happiness	64.0	[64.0]
13988498-n	state	0.0	[0, 0, 0]
13990675-n	guilt	-79.5	[-64.0, -95.0]
13991823-n	freedom	64.0	[64.0]
13994456-n	liberty	34.0	[34.0]
13996061-n	liberty	34.0	[34.0]
13998014-n	servitude	-34.0	[-34.0]
13999206-n	imprisonment	-64.0	[-64.0]
14006945-n	action	0.0	[0]
14007546-n	agency	-2.5	[0, -5.0]
14015361-n	deadlock	-34.5	[-34.5]
14017206-n	exhaustion	0.0	[0]
14024882-n	sleep	0.0	[0, 0, 0]
14031108-n	readiness	35.333333333333336	[30.666666666666668, 40.0]
14031660-n	alert	-34.0	[-34.0]
14036539-n	anger	-63.875	[-64.0, -64.0, -64.0, -63.5]
14037011-n	excitement	32.0	[64.0, 0.0]
14050143-n	energy	0.0	[0]
14050871-n	bloom	0.0	[0]
14050871-n	flush	0.0	[0]
14082595-n	convulsion	-34.0	[-34.0]
14082788-n	paroxysm	-50.0	[-50.0]
14082788-n	fit	34.0	[34.0]
14103288-n	heart disease	0.0	[0]
14285662-n	harm	-64.0	[-64.0, -64.0]
14285662-n	injury	-34.0	[-34.0]
14288871-n	bruise	0.0	[0]
14290534-n	burn	-34.0	[-34.0]
14292090-n	break	-31.0	[-31.0]
14298620-n	weal	0.0	[0]
14298815-n	wound	-64.33333333333333	[-34.0, -64.0, -95.0]
14311348-n	effect	0.0	[0]
14322699-n	pain	-50.5	[-64.0, -37.0]
14326607-n	headache	-34.0	[-34.0]
14360459-n	spasm	-100.0	[-100.0]
14365356-n	fever	-67.0	[-67.0]
14374432-n	anxiety	-62.0	[-62.0]
14375890-n	strain	-34.0	[-34.0]
14376188-n	tension	-34.0	[-34.0]
14376855-n	delusion	-35.0	[-35.0]
14391660-n	mania	-64.0	[-64.0]
14391876-n	delirium	-64.0	[-64.0]
14403107-n	agitation	-78.75	[-95.0, -62.5]
14406573-n	annoyance	-48.0	[-34.0, -62.0]
14407283-n	impatience	-34.0	[-34.0, -34.0]
14408086-n	difficulty	-57.25	[-34.0, -62.0, -100.0, -33.0]
14410605-n	problem	-39.2	[-34.0, -64.0, -34.0, 0.0, -64.0]
14415072-n	solitude	-99.0	[-99.0]
14415163-n	loneliness	-31.0	[-31.0]
14416089-n	secrecy	0.0	[0]
14419164-n	link	0.0	[0.0]
14421139-n	association	0.0	[0]
14422871-n	development	34.0	[34.0]
14428160-n	level	0.0	[0]
14436875-n	honour	0.0	[0]
14438125-n	reputation	0.0	[0, 0]
14438788-n	name	13.5	[0, 27.0]
14439745-n	disrepute	-65.0	[-65.0]
14440137-n	disgrace	-32.0	[-32.0]
14443532-n	reign	0.0	[0]
14448333-n	misery	-61.5	[-61.5]
14449126-n	need	-34.0	[-34.0, -34.0]
14449405-n	lack	0.0	[0]
14451189-n	hurry	0.0	[0]
14451189-n	haste	0.0	[0]
14451349-n	press	-17.0	[-34.0, 0]
14473222-n	lot	0.0	[0]
14473222-n	fate	-70.2	[-95.0, -64.0, -95.0, 0, -97.0]
14473222-n	circumstances	0.0	[0]
14474052-n	prosperity	64.0	[64.0]
14474435-n	mercy	61.0	[61.0]
14475405-n	hard lines	0.0	[0]
14475661-n	hardship	0.0	[0]
14477667-n	cross	-64.0	[-64.0]
14481929-n	possibility	0.0	[0.0]
14482968-n	prospect	34.0	[34.0]
14483744-n	confidence	64.0	[64.0]
14483917-n	chance	35.61764705882353	[34.0, 34.0, 37.0, 67.0, 4.0, 32.5, 33.0, 37.0, 37.0, 37.0, 37.0, 37.0, 37.0, 31.0, 37.0, 37.0, 37.0]
14483917-n	opportunity	27.1	[0.0, 33.0, 38.0, 33.0, 31.5]
14485673-n	shot	-64.0	[-64.0]
14486122-n	expectation	0.0	[0]
14486274-n	despair	-84.83333333333333	[-64.0, -95.0, -95.5]
14486533-n	dejection	-47.0	[-47.0]
14498096-n	stain	-34.0	[-34.0]
14512817-n	circumstance	0.0	[0, 0]
14521648-n	fog	0.0	[0.0, 0, 0, 0, 0, 0, 0]
14526182-n	feeling	0.0	[0]
14535905-n	damp	-32.0	[-32.0]
14538472-n	safety	53.166666666666664	[34.0, 57.0, 56.99999999999999, 56.99999999999999, 56.99999999999999, 56.99999999999999]
14539960-n	shelter	64.0	[64.0]
14540564-n	death	-95.0	[-95.0]
14540564-n	cause of death	-96.0	[-97.0, -95.0]
14540765-n	danger	-50.11538461538461	[-64.0, -34.0, -34.0, -34.0, -64.0, -64.0, -79.5, -64.0, -54.0, -30.0, -62.0, -34.0, -34.0]
14541044-n	danger	-61.0	[-58.0, -64.0]
14541852-n	risk	-39.75	[0, -79.5]
14546701-n	repair	34.0	[34.0]
14560612-n	decay	0.0	[0]
14562324-n	ruin	-66.0	[-64.0, -68.0]
14562960-n	end	-32.285714285714285	[-64.0, -64.0, -64.0, -34.0, 0, 0, 0]
14562960-n	destruction	-95.0	[-95.0]
14563564-n	darkness	-55.5	[-64.0, -47.0]
14586769-n	metal	0.0	[0]
14625458-n	metal	0.0	[0, 0]
14638799-n	gold	34.0	[34.0]
14642417-n	iron	0.0	[0, 0, 0, 0, 0, 0, 0]
14689493-n	peat	0.0	[0]
14696793-n	rock	0.0	[0, 0]
14698884-n	gravel	0.0	[0]
14700162-n	slate	0.0	[0]
14769160-n	ash	-34.0	[-15.0, -53.0]
14802450-n	steel	0.0	[0, 0]
14806598-n	chalk	0.0	[0, 0]
14837364-n	fumes	0.0	[0]
14841267-n	air	0.0	[0, 0, 0, 0, 0]
14841770-n	breath	34.0	[34.0, 34.0]
14842992-n	earth	0.0	[0, 0]
14857497-n	rubbish	-31.5	[-31.5]
14858292-n	litter	-40.0	[-40.0]
14890286-n	granite	0.0	[0]
14915184-n	ice	0.0	[0]
14947807-n	marble	0.0	[0]
14956325-n	mud	0.0	[0, 0, 0, 0]
14956523-n	mire	0.0	[0]
14956661-n	slime	-17.0	[0, -34.0]
14974264-n	paper	0.0	[0, 0, 0, 0, 0]
14980579-n	oil	0.0	[0]
14997699-n	product	0.0	[0]
15008607-n	rain	0.0	[0]
15016314-n	powder	0.0	[0, 0, 0, 0, 0]
15032376-n	poison	-56.75	[-95.0, -34.0, -34.0, -64.0]
15055181-n	steam	0.0	[0]
15055633-n	vapour	0.0	[0, 0]
15098161-n	wood	0.0	[0]
15101854-n	plank	0.0	[0]
15101854-n	board	0.0	[0]
15119536-n	present	0.0	[0]
15119919-n	now	0.045454545454545456	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0]
15120050-n	moment	0.0	[0]
15120050-n	present moment	0.0	[0]
15120528-n	modern times	0.0	[0]
15120823-n	past	0.0	[0, 0, 0]
15121406-n	history	0.0	[0, 0]
15121625-n	future	29.5	[0, 59.0]
15122231-n	time	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15123115-n	day	0.0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15123362-n	dead	-34.0	[-34.0]
15136147-n	week	0.0	[0, 0, 0]
15136453-n	day	0.0	[0]
15140405-n	life	0.0	[0]
15140744-n	life	0.0	[0, 0, 0]
15141693-n	past	0.0	[0, 0, 0]
15143276-n	death	-95.0	[-95.0]
15145171-n	age	0.0	[0, 0]
15147330-n	girlhood	0.0	[0]
15155220-n	day	1.24	[0, 0, 0, 0, 0, 0, 0, 0, 0, 31.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
15155747-n	night	0.0	[0, 0, 0, 0]
15155891-n	tomorrow	0.0	[0]
15155891-n	to-morrow	0.0	[0, 0, 0, 0, 0]
15156001-n	to-day	0.0	[0, 0]
15157225-n	day	0.0	[0]
15159583-n	date	0.0	[0, 0.0]
15164105-n	tuesday	0.0	[0]
15164957-n	daylight	17.0	[34.0, 0]
15164957-n	day	0.0	[0, 0, 0, 0, 0]
15164957-n	daytime	34.0	[34.0]
